user12141,Kandahar,7,25 May 2023
user11183,Kandahar,7,14 July 2023
user31529,Kandahar,7,16 July 2023
user56969,Kandahar,4,17 June 2023
user36864,Kandahar,2,5 June 2023
user56296,Kandahar,6,18 June 2023
user21233,Kandahar,5,17 June 2023
user59308,Kandahar,6,16 June 2023
user3375,Kandahar,5,25 May 2023
user34603,Kandahar,3,5 July 2023
user17905,Kandahar,7,31 August 2023
user55742,Kandahar,2,6 June 2023
user5151,Kandahar,3,21 June 2023
user29277,Kandahar,5,18 June 2023
user5279,Kandahar,4,18 June 2023
user45372,Kandahar,4,17 June 2023
user38690,Kandahar,8,26 July 2023
user19458,Kandahar,2,19 June 2023
user4358,Kandahar,10,22 July 2023
user10171,Kandahar,5,17 June 2023
user55769,Kandahar,5,21 June 2023
user46647,Kandahar,2,17 June 2023
user3071,Kandahar,6,17 June 2023
user3895,Kandahar,2,17 June 2023
user2018,Kandahar,5,26 May 2023
user24339,Kandahar,1,16 June 2023
user3598,Kandahar,4,30 May 2023
user16176,Kandahar,4,24 June 2023
user1858,Kandahar,4,4 July 2023
user59089,Kandahar,4,17 June 2023
user49901,Kandahar,7,31 May 2023
user20434,Kandahar,7,27 May 2023
user24400,Kandahar,6,26 May 2023
user12117,Kandahar,4,23 June 2023
user6669,Kandahar,2,7 July 2023
user1345,Kandahar,3,17 June 2023
user28554,Kandahar,4,21 June 2023
user38671,Kandahar,2,2 June 2023
user5471,Kandahar,5,27 June 2023
user27737,Kandahar,7,1 June 2023
user32534,Kandahar,7,9 September 2023
user47630,Kandahar,5,22 June 2023
user18741,Kandahar,6,18 June 2023
user36543,Kandahar,7,28 May 2023
user5467,Kandahar,6,11 June 2023
user32291,Kandahar,4,19 June 2023
user45482,Kandahar,6,16 June 2023
user2642,Kandahar,1,16 June 2023
user52089,Kandahar,6,29 October 2023
user11508,Kandahar,5,14 August 2023
user18490,Kandahar,8,22 July 2023
user42519,Kandahar,7,17 August 2023
user58736,Kandahar,4,25 June 2023
user59342,Kandahar,8,25 May 2023
user7273,Kandahar,1,16 June 2023
user37768,Kandahar,5,9 September 2023
user11060,Kandahar,4,18 June 2023
user47412,Kandahar,5,18 August 2023
user12069,Kandahar,9,4 June 2023
user25193,Kandahar,6,26 May 2023
user37323,Kandahar,5,16 June 2023
user24657,Kandahar,1,15 June 2023
user56744,Kandahar,4,8 July 2023
user14889,Kandahar,5,1 July 2023
user31854,Kandahar,8,5 July 2023
user11463,Kandahar,9,8 July 2023
user19141,Kandahar,1,16 June 2023
user45606,Kandahar,6,18 June 2023
user20658,Kandahar,3,19 June 2023
user12388,Kandahar,1,16 June 2023
user13505,Kandahar,6,16 June 2023
user57777,Kandahar,4,19 June 2023
user577,Kandahar,1,27 June 2023
user82,Kandahar,6,5 July 2023
user43449,Kandahar,8,15 June 2023
user10275,Kandahar,1,25 June 2023
user371,Kandahar,7,21 September 2023
user39259,Kandahar,6,17 June 2023
user21065,Kandahar,1,12 June 2023
user50206,Kandahar,6,21 June 2023
user12078,Kandahar,5,20 July 2023
user23920,Kandahar,2,7 August 2023
user33811,Kandahar,4,4 September 2023
user6186,Kandahar,1,24 June 2023
user59803,Kandahar,2,23 June 2023
user9881,Kandahar,3,1 August 2023
user31382,Kandahar,1,23 June 2023
user23012,Kandahar,1,16 June 2023
user59567,Kandahar,7,3 November 2023
user26109,Kandahar,4,15 July 2023
user3150,Kandahar,No rating,23 June 2023
user18365,Kandahar,7,5 August 2023
user55447,Kandahar,9,11 September 2023
user46039,Kandahar,6,3 July 2023
user51459,Kandahar,No rating,3 June 2023
user23785,Kandahar,4,24 June 2023
user26238,Kandahar,6,22 June 2023
user33610,Kandahar,5,23 October 2023
user57230,Kandahar,3,17 August 2023
user33662,Kandahar,5,26 May 2023
user42410,Kandahar,4,24 June 2023
user3788,Kandahar,5,27 June 2023
user48599,Kandahar,1,20 July 2023
user11889,Kandahar,5,8 August 2023
user50983,Kandahar,9,30 May 2023
user35579,Kandahar,6,18 September 2023
user29781,Kandahar,10,3 September 2023
user57114,Kandahar,8,9 July 2023
user23489,Kandahar,7,23 June 2023
user26131,Kandahar,5,17 August 2023
user11298,Kandahar,1,27 August 2023
user41921,Kandahar,6,14 August 2023
user12851,Kandahar,5,14 July 2023
user14205,Kandahar,6,6 October 2023
user33815,Kandahar,7,21 August 2023
user19002,Kandahar,3,8 August 2023
user14447,Kandahar,10,19 June 2023
user30407,Kandahar,5,22 September 2023
user29641,Kandahar,8,18 June 2023
user17345,Kandahar,5,15 June 2023
user56328,Kandahar,8,9 August 2023
